what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1331136780001
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1331136780009
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1331136780009
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1331136780010
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1331136780010
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1331136780011
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1331136780012
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1331136780013
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1331136780014
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1331136780014
os,sysinfo,,,"macosx",1331136780018
arch,sysinfo,,,"x86_64",1331136780018
ws,sysinfo,,,"cocoa",1331136780018
locale,sysinfo,,,"en_GB",1331136780018
processors,sysinfo,,,"2",1331136780018
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1331136780018
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-11D50b",1331136780018
java.specification.name,sysinfo,,,"Java Platform API Specification",1331136780018
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331136780018
java.specification.version,sysinfo,,,"1.6",1331136780018
java.vendor,sysinfo,,,"Apple Inc.",1331136780018
java.version,sysinfo,,,"1.6.0_29",1331136780018
java.vm.info,sysinfo,,,"mixed mode",1331136780018
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1331136780018
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1331136780018
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331136780018
java.vm.specification.version,sysinfo,,,"1.0",1331136780018
java.vm.vendor,sysinfo,,,"Apple Inc.",1331136780018
java.vm.version,sysinfo,,,"20.4-b02-402",1331136780018
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1331136780406
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1331136780889
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1331136780891
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1331136780942
error,log,,,"Marker id 3052 not found.",1331136783221
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1331136784496
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1331136786355
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1331136786540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331136787847
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331136794367
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1331136798978
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331136801613
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331136801820
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1331136802094
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331136804870
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331136805015
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331136806271
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1331136807566
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1331136807755
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1331136808311
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1331136808460
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1331136808599
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1331136809171
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1331136813330
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1331136813355
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1331136813630
