what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328108398833
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1328108416440
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328108513355
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1328108592224
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328108682585
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1328108744333
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328108744668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328108745992
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328108750621
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328108759736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328108759866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328108789026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328108847906
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328108848236
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328108938028
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328109032874
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328109033001
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328109033129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328109033281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328109033457
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328109033617
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328109033785
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328109034017
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328109044322
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1328109046563
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1328109067664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328109067965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328109069513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328109079618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328109379157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328109661995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328109738270
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328109846034
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328110362664
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328110364038
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328110365267
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328110365347
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328110366235
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328110366235
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328110396583
error,log,,,"Failed to load properties file for project 'BasicViews1'",1328110424590
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328110425214
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1328110425333
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328110434592
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1328110434630
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328110509620
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328110510857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1328110517020
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328110661145
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328110661373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328110678531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328110678773
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328110798136
