what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327334106736
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1327334108140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327334125871
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1327334127933
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1327334128100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327334129491
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327334130701
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1327334130701
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1327334135073
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327334151136
error,log,,,"Parser exception for /Users/Dave/Documents/Dropbox/Programming/Android/Intents/AndroidManifest.xml: Element type ""category"" must be followed by either attribute specifications, "">"" or ""/>"".",1327334151285
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327334157256
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327334158901
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1327334159879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327334183974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327334218627
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327334302976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327334304705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327334646452
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1327334646523
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327334646987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327334666095
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327334968553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327334968635
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327334969581
error,log,,,"Failed to load properties file for project 'Notifications'",1327335004990
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327335005316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1327335005584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327335018060
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327335030734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1327335030898
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327335031130
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327335031251
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327335039481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327335046226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327335058294
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1327335058486
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1327335059466
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1327335059588
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327335145589
